route_id,route_name,length_km,avg_trip_time_min,num_stops,current_peak_freq,current_offpeak_freq,route_category,priority_score,depot_id
2F,Taljai Pathar - Swargate,6.5,20.8,8,1,1,feeder,0.109,Swargate
2G,Taljai Pathar - Shivajinagar,10.1,32.1,29,1,1,trunk,0.431,Maan-Hinjewadi
2H,Sachchai Mata Mandir - Shivajinagar,12.4,45.0,33,1,1,trunk,0.537,Shewalewadi
2I,Pune Vidhyapeeth - Katraj,14.0,47.7,36,1,1,trunk,0.288,Katraj
2J,Bhilarewadi - Katraj,1.5,8.0,5,1,1,feeder,0.249,Katraj
2K,Shivajinagar - Narhegaon,13.0,46.9,30,1,1,trunk,0.501,Charholi
2L,Katraj - Narhegaon,2.5,10.7,10,1,1,feeder,0.283,Katraj
2-NGT,Shivajinagar - Katraj Night Service,10.5,35.5,29,2,1,trunk,0.549,Katraj
301,Shewalwadi - Katraj,19.0,61.6,46,2,1,trunk,0.254,Katraj
302A,Alandi - Pimprigaon,17.7,60.1,45,1,1,trunk,0.546,Pimpri
302B,Bopkhel - Pimprigaon,19.85,72.4,49,2,1,trunk,0.481,Pimpri
302C,Gavhanevasti Bhosari - Nehrunagar Depo,3.5,12.6,11,1,1,feeder,0.53,Bhosari
302,Gavhanevasti Bhosari - Pimprigaon,8.65,30.2,19,2,1,trunk,0.499,Bhosari
302D,Pimprigaon - Nehrunagar Depo,5.7,24.7,18,1,1,feeder,0.518,Pimpri
303A,Mukai Chowk - Nigdi,8.6,28.5,21,2,1,trunk,0.511,Nigdi
303,Akurdi Railway Station - Nigdi,6.2,21.2,19,1,1,feeder,0.511,Nigdi
304A,Bhosari - Nehrunagar Depo,3.5,14.7,8,1,1,feeder,0.44,Bhosari
304,Gavhanevasti Bhosari - Chinchwadgaon,10.2,42.0,27,2,2,trunk,0.499,Bhosari
305A,Dy Patil College Wadgaonmawal - Nigdi,22.0,76.5,48,1,1,trunk,0.487,Nigdi
305B,Navlakh Umbre - Nigdi,26.0,89.8,61,1,1,suburban,0.453,Nigdi
305,Vadgaon Mawal - Nigdi,22.0,71.4,56,2,1,trunk,0.502,Nigdi
306,Hinjawadi Maan Phase 3 - Dange Chowk,13.3,44.0,36,1,1,trunk,0.426,Aundh
307A,Chinchwadgaon - Bhakti Shakti,4.6,12.7,13,1,1,feeder,0.49,Bhosari
307,Walhekarwadi - Chinchwadgaon,2.3,13.6,5,1,1,feeder,0.517,Dhankawadi
308,Gharkul Vasahat Chikhli - Bhakti Shakti,5.4,22.6,11,1,1,feeder,0.455,Hadapsar
309,Dehugaon - Alandi,16.0,57.2,42,2,2,trunk,0.453,Katraj
30A,Rautwadi - Marketyard,28.0,98.5,72,1,1,suburban,0.067,Kothrud
30,Ghotawade Phata - Marketyard,31.5,112.0,79,1,1,suburban,0.141,Nigdi
310A,Walhekarwadi - Nehrunagar Depo,7.7,29.2,27,1,1,feeder,0.514,Pimpri
310,Walhekarwadi - Pune Station,24.8,88.8,60,1,1,suburban,0.949,Swargate
311,Pimprigaon - Pune Station,21.8,77.9,52,2,1,trunk,1.0,Pimpri
312,Chinchwadgaon - Pune Station,22.5,81.1,52,1,1,suburban,0.929,Balewadi
313A,Kasarsai Karkhana - Chinchwadgaon,17.2,66.4,44,2,1,trunk,0.522,Maan-Hinjewadi
313B,Bhakti Shakti - Kasarsai Karkhana,21.5,75.1,52,2,1,trunk,0.488,Shewalewadi
313C,Nehrunagar Depo - Chandkhed,25.7,93.3,63,1,1,suburban,0.448,Charholi
313,Chandkhed - Chinchwadgaon,19.3,71.9,51,1,1,trunk,0.54,Aundh
313D,Bhakti Shakti - Chandkhed,21.5,77.1,48,2,1,trunk,0.525,Bhosari
314,Mhalunge MIDC - Bhakti Shakti,11.2,40.1,28,1,1,trunk,0.517,Dhankawadi
315A,Moshigaon - Pune Station,25.6,81.8,63,2,1,suburban,0.973,Hadapsar
315,Bhosari - Pune Station (Vai Alandi Road),18.5,69.0,42,1,1,trunk,0.939,Bhosari
315D,Ma Na Pa - Dhanorigaon,11.6,38.9,33,1,1,trunk,0.471,Katraj
316,Hinjawadi Maan Phase 3 - Chinchwadgaon,14.2,55.7,37,1,1,trunk,0.444,Kothrud
317A,Dapodi - Sambhajinagar,14.2,45.9,39,2,1,trunk,0.517,Nigdi
317B,Pune Station - Dapodi,9.8,32.8,26,1,1,trunk,0.922,Pimpri
317,Sambhajinagar - Pune Station,23.7,83.6,60,1,1,suburban,0.956,Swargate
318A,Gharkul Vasahat Chikali - Pune Station,25.6,94.1,68,2,1,suburban,0.889,Balewadi
318,Krishanagar - Pune Station,26.0,94.8,67,2,1,suburban,1.0,Maan-Hinjewadi
319,Vadgaon Mawal - Alandi,32.8,116.9,80,1,1,suburban,0.494,Shewalewadi
31A,Pune Station - Padmawati,10.1,38.1,28,2,2,trunk,0.909,Charholi
31,Pune Station - Taljai Pathar,12.0,39.6,27,2,1,trunk,0.928,Aundh
320,Mahalungegaon - Alandi,30.5,107.4,74,1,1,suburban,0.507,Bhosari
321A,Hinjawadi Maan Phase 3 - Pimpale Gurav,21.8,74.9,55,2,1,trunk,0.534,Dhankawadi
321,Hinjawadi Maan Phase 3 - Vasasantdada Putla Sangvi,23.1,81.1,58,1,1,suburban,0.543,Hadapsar
322A,Akurdi Railway Station - Warje Malwadi,30.8,106.9,76,2,1,suburban,0.21,Katraj
322K,Akurdi Railway Station - Ma Na Pa,23.5,81.8,63,1,1,suburban,0.495,Kothrud
323A,Gharkul Vasahat Chikhli - Ma Na Pa,23.4,87.9,59,1,1,suburban,0.501,Nigdi
323B,Chikhali - Nehrunagar Depo,8.9,28.9,23,2,1,trunk,0.478,Pimpri
323C,Gharkul Vasahat Chikhali - Nehrunagar Depo,6.6,19.2,12,1,1,feeder,0.461,Swargate
323,Chikhali - Ma Na Pa,23.4,86.0,58,1,1,suburban,0.501,Balewadi
324,Hinjawadi Maan Phase 3 - Bhosari,25.3,95.6,58,1,1,suburban,0.495,Bhosari
325A,Masulkar Colony - Nehrunagar Depo,2.7,10.9,8,1,1,feeder,0.551,Maan-Hinjewadi
325,Masulkar Colony - Pune Station,18.7,63.6,49,2,1,trunk,0.96,Shewalewadi
326A,Chikhali - Nehrunagar Depo,7.4,26.7,16,1,1,feeder,0.51,Charholi
326B,Nehrunagar Depo - Chikhali,7.4,25.1,15,1,1,feeder,0.468,Aundh
326,Chikhali - Pimprigaon,10.1,37.8,21,1,1,trunk,0.465,Pimpri
327A,Hinjawadi Maan Phase 3 - Nehrunagar Depo,21.3,76.2,52,2,1,trunk,0.54,Bhosari
327B,Bhosari - Hinjawadi Maan Phase 3,27.1,95.5,73,1,1,suburban,0.437,Bhosari
327C,Alandi - Nehrunagar Depo,13.3,49.6,27,1,1,trunk,0.516,Dhankawadi
327,Hinjawadi Maan Phase 3 - Alandi,35.7,123.9,80,1,1,suburban,0.506,Hadapsar
328A,Rupeenagar - Nigdi,3.0,8.0,6,1,1,feeder,0.462,Nigdi
329A,Dehugaon - Pune Station (Via Yarwada),34.0,123.2,80,1,1,suburban,0.924,Katraj
329,Dehugaon - Pune Station (Via Wakdevadi),33.0,118.1,80,1,1,suburban,0.955,Kothrud
32,Alandi - Bharati Vidyapeeth,34.1,126.4,80,1,1,suburban,0.465,Nigdi
331A,Rahatnigaon - Gavhanevasti Bhosari,13.0,50.4,31,2,2,trunk,0.472,Bhosari
331B,Rahatnigaon - Charholigaon,22.0,77.3,59,2,2,trunk,0.507,Charholi
331C,Nehrunagar Depo - Rahatnigaon,9.5,35.2,24,2,2,trunk,0.476,Pimpri
331,Rahatnigaon - Charholigaon,22.0,75.9,53,1,1,trunk,0.478,Charholi
331D,Charholigaon - Nehrunagar Depo,12.5,46.4,33,2,1,trunk,0.478,Charholi
332A,Pimple Saudagar - Ma Na Pa,15.7,55.8,36,2,1,trunk,0.486,Swargate
332,Pimpri - Pune Station,26.4,89.7,66,2,1,suburban,0.917,Pimpri
333,Hinjawadi Maan Phase 3 - Pune Station,26.6,94.0,65,1,1,suburban,0.889,Balewadi
334,Gharkul Vasahat Chikhali - Pimprigaon,8.2,25.2,20,2,1,trunk,0.456,Pimpri
335A,Jambe - Dange Chowk,7.6,27.9,22,1,1,feeder,0.434,Maan-Hinjewadi
335B,Dange Chowk - Nehrunagar Depo,8.9,31.1,17,2,1,trunk,0.479,Shewalewadi
336,Bhakti Shakti - Kesnand Phata,31.0,106.5,76,1,1,suburban,0.528,Charholi
337,Bhakti Shakti - Dhayari Maruti Mandir,37.7,130.9,80,1,1,suburban,0.495,Aundh
339B,Indrayaninagar - Pune Station,22.6,80.5,61,2,1,suburban,0.946,Bhosari
339,Santnagar MIDC Police Station - Katraj,32.5,118.5,76,1,1,suburban,0.3,Katraj
33A,Na Ta Wadi - Padmawati,8.0,29.8,20,1,1,trunk,0.541,Dhankawadi
33,Na Ta Wadi - Taljai Pathar,10.2,35.2,25,2,1,trunk,0.509,Hadapsar
341,Mohannagar - Ma Na Pa,22.2,79.9,64,1,1,suburban,0.478,Katraj
344A,Nehrunagar Depo - Pimple Nilakh,13.7,50.1,34,2,1,trunk,0.477,Kothrud
344B,Alandi - Nehrunagar Depo,13.7,48.9,37,1,1,trunk,0.535,Nigdi
344,Pimple Nilakh - Alandi,26.1,95.4,61,2,1,suburban,0.511,Pimpri
345,Thergaon - Pune Station,19.3,68.1,49,1,1,trunk,0.941,Swargate
347A,Nehrunagar Depo - Dapodi Mantri Niketan,18.4,65.0,45,2,1,trunk,0.529,Balewadi
347,Dapodi - Alandi,30.9,101.8,79,2,2,suburban,0.515,Maan-Hinjewadi
348,Nigdi - Pune Station,24.0,88.2,59,1,1,suburban,0.933,Nigdi
350A,Dehugaon - Pimprigaon,17.1,64.2,44,1,1,trunk,0.485,Pimpri
350B,Bhakti Shakti - Pimprigaon,8.3,30.5,15,2,1,trunk,0.453,Pimpri
350,Dehugaon - Nigdi,8.8,38.2,18,1,1,trunk,0.504,Nigdi
351A,Jambe - Bhosari,24.0,82.6,60,1,1,suburban,0.536,Bhosari
351,Jambe - Alandi,32.5,112.6,80,1,1,suburban,0.508,Shewalewadi
354A,Pimpri - Marketyard,28.5,99.9,66,2,2,suburban,0.128,Pimpri
354,Pimprigaon - Marketyard,28.8,99.5,71,1,1,suburban,0.125,Pimpri
355,Chikhali - Dange Chowk,13.0,49.6,30,1,1,trunk,0.484,Charholi
357,Rajgurunagar - Pune Station,46.6,165.2,80,1,1,suburban,0.92,Aundh
358,Rajgurunagar - Bhosari,27.6,93.3,67,2,2,suburban,0.453,Bhosari
360,Balewadi Depot - Alandi,35.0,122.1,80,1,1,suburban,0.644,Balewadi
361,Bhosari Terminal - Alandi,8.5,28.5,21,1,1,trunk,0.466,Bhosari
362A,Alandi - YCM Hospital (Via Moshi),16.0,62.2,38,1,1,trunk,0.507,Bhosari
362B,YCM Hospital - Bhosari,5.5,17.7,6,1,1,feeder,0.495,Bhosari
362,YCM Hospital - Alandi,14.0,46.4,35,2,1,trunk,0.497,Dhankawadi
363A,Kiwalegaon - Nigdi,10.7,33.7,29,2,1,trunk,0.518,Nigdi
363,Adarshnagar - Nigdi,9.0,37.5,25,1,1,trunk,0.48,Nigdi
366A,Bhapkar Petrol Pump - Bhakti Shakti,25.9,91.6,64,1,1,suburban,0.484,Hadapsar
366B,Pune Station - Pimpri,16.9,59.0,37,1,1,trunk,0.936,Pimpri
366C,Katraj - Pimpri,24.7,86.6,59,1,1,suburban,0.225,Katraj
366,Bhakti Shakti - Pune Station (Via Yerwada),22.7,84.5,58,1,1,suburban,0.988,Katraj
367A,Santnagar MIDC Police Station - Akurdi Railway Station,18.5,63.6,47,1,1,trunk,0.477,Kothrud
367B,Gharkul Vasahat - Bhosari Terminal,11.4,37.9,26,1,1,trunk,0.527,Bhosari
367C,Akurdi Railway Station - Bhosari,17.0,61.9,47,1,1,trunk,0.533,Bhosari
367,Gavhanevasti Bhosari - Nigdi,10.8,38.3,23,2,1,trunk,0.469,Bhosari
36,Chinchwadgaon - Ma Na Pa,17.1,57.2,42,2,1,trunk,0.466,Nigdi
370-R,Pimpri - Pimpri,14.5,48.4,44,2,1,trunk,0.525,Pimpri
372,Hinjawadi Maan Phase 3 - Bhakti Shakti,20.9,74.0,48,1,1,trunk,0.486,Pimpri
373,Hinjawadi Maan Phase 3 - Wakad pul,10.0,36.2,20,2,2,trunk,0.534,Swargate
376A,Bhakti Shakti - Warje Malwadi (Vai YCM),31.2,112.5,78,1,1,suburban,0.263,Balewadi
376B,Bhakti Shakti - Shewalwadi (Vai YCM),35.7,128.1,80,2,1,suburban,0.47,Maan-Hinjewadi
376,Bhakti Shakti - Katraj (Vai YCM),30.9,112.1,72,2,2,suburban,0.275,Katraj
376D,Bhakti Shakti - Nehrunagar Depo,9.3,31.9,17,2,1,trunk,0.508,Shewalewadi
376E,Warje Malwadi - Nehrunagar Depo (Vai YCM),23.5,81.3,57,1,1,suburban,0.215,Charholi
376F,Sambhajinagar - Nehrunagar Depo,23.0,80.3,56,1,1,suburban,0.513,Aundh
376G,Shewalwadi - Nehrunagar Depo (Vai YCM),28.0,98.8,70,1,1,suburban,0.514,Bhosari
376H,Katraj - Nehrunagar Depo (Vai YCM),23.2,76.0,58,1,1,suburban,0.207,Katraj
376K,Sambhajinagar - Katraj (Vai YCM),32.9,118.1,80,1,1,suburban,0.252,Katraj
37,Na Ta Wadi - Sahkarnagar,7.0,18.4,19,1,1,feeder,0.492,Dhankawadi
38,Na Ta Wadi - Dhankawadi,9.0,33.8,25,1,1,trunk,0.24,Dhankawadi
39,Pune Station - Dhankawadi,10.5,36.4,28,2,1,trunk,0.91,Dhankawadi
3,Pune Station - Swargate,7.5,28.2,19,1,1,feeder,0.949,Swargate
40,Mandai - Saket Society,5.3,23.1,10,1,1,feeder,0.492,Hadapsar
41,Upper Depot - Sangvi,19.0,62.6,43,1,1,trunk,0.526,Katraj
42,Bhakti Shakti - Katraj,28.95,98.8,71,2,1,suburban,0.267,Katraj
43A,Hinjawadi Maan Phase 3 - Katraj,33.7,118.0,80,1,1,suburban,0.273,Katraj
43,Bhakti Shakti - Katraj,33.7,118.4,80,1,1,suburban,0.245,Katraj
46,Lohgaon - Upper Depot,25.9,88.2,68,1,1,suburban,0.52,Kothrud
47A,Vadgaon Bk - Shaniwarwada Stand,9.4,33.6,22,2,1,trunk,0.123,Nigdi
47,Sanaswadi Nandoshi - Shaniwarwada,17.7,65.1,42,2,1,trunk,0.121,Pimpri
48,Venutai Chavan College - Pune Station,16.8,56.1,36,2,1,trunk,0.901,Swargate
49,Khanapur - Pune Station,27.7,92.9,71,1,1,suburban,0.979,Balewadi
50B,Sinhgad Paytha - Natraj Stand,22.8,80.8,50,1,1,suburban,0.486,Maan-Hinjewadi
50,Sinhagad - Shaniwarwada,24.8,82.8,63,1,1,suburban,0.12,Shewalewadi
51A,DSK Vishwa - Shivajinagar,13.2,43.2,26,1,1,trunk,0.475,Charholi
51,Dhayari Maruti Mandi - Shivajinagar,13.2,47.9,31,1,1,trunk,0.452,Aundh
52A,Osade Phata - Swargate,30.1,109.4,77,1,1,suburban,0.098,Swargate
52B,Khanapur - Marketyard,26.0,91.9,65,1,1,suburban,0.079,Bhosari
52,Khanapur - Swargate,23.2,79.5,59,1,1,suburban,0.127,Swargate
53B,Swargate - Shivajinagar,4.3,8.0,8,1,1,feeder,0.15,Swargate
53,DSK Vishwa - Shivajinagar,15.4,50.0,35,2,1,trunk,0.489,Dhankawadi
54A,Vadgaon Bk - Na Ta Wadi,11.5,40.4,25,2,1,trunk,0.534,Hadapsar
54B,Na Ta Wadi - Swargate,4.3,17.8,12,1,1,feeder,0.084,Swargate
54,Venutai Chavan College - Na Ta Wadi,13.9,52.9,30,1,1,trunk,0.474,Katraj
55,Mandai - Suncity,7.8,24.0,17,1,1,feeder,0.499,Kothrud
56,Mandai - Vadgaon Bk,9.4,29.5,16,2,1,trunk,0.503,Nigdi
57A,Suncity - Pune Station,10.3,34.1,23,1,1,trunk,0.882,Pimpri
57,Vadgaon Bk - Pune Station,12.3,44.1,25,1,1,trunk,0.938,Swargate
58A,Pandavnagar - Shanipar,7.5,23.4,21,1,1,feeder,0.506,Balewadi
58,Gokhalenagar - Shanipar,5.6,20.3,12,1,1,feeder,0.48,Maan-Hinjewadi
58P,Pandavnagar Senapati Bapat Road - Shanipar,7.8,25.3,20,1,1,feeder,0.493,Shewalewadi
59,Niljyoti - Shanipar,6.2,24.3,14,1,1,feeder,0.487,Charholi
5A,Tadiwala Road - Swargate,6.3,27.3,11,1,1,feeder,0.117,Swargate
5,Pune Station - Swargate,5.45,24.0,15,1,1,feeder,0.943,Swargate
60A,Ghulenagar - Natraj Stand,9.0,31.9,21,1,1,trunk,0.483,Aundh
60,Ghulenager - Shaniwarwada Stand,12.0,40.1,27,2,1,trunk,0.12,Bhosari
61,Nasrapur - Swargate,32.0,114.6,80,2,1,suburban,0.126,Swargate
62A,Marketyard - Sangamwadi,10.2,36.9,25,2,1,trunk,0.126,Dhankawadi
62,Sangamwadi - Sukhsagarnagar,15.5,53.4,36,2,1,trunk,1.0,Hadapsar
63,Kalyaninagar - Swargate,11.5,44.0,28,2,1,trunk,0.958,Swargate
64A,Warje Malwadi - Swargate,10.0,37.2,21,1,1,trunk,0.255,Swargate
64B,Gujrat Colony - Upper Depot,11.7,46.1,29,2,1,trunk,0.5,Katraj
64C,Swargate - Gujrat Colony,6.5,24.7,17,1,1,feeder,0.094,Swargate
64,Warje Malwadi - Hadapsar Gadital,20.0,70.4,45,2,1,trunk,0.223,Hadapsar
65A,Marketyard - Upper Depo,4.8,9.1,12,1,1,feeder,0.131,Kothrud
65,Maharashtra Housing Board Samtanagar - Upper Depot,16.5,60.2,40,2,1,trunk,0.485,Nigdi
66A,Shaniwarwada - Marketyard,6.0,19.8,17,1,1,feeder,0.136,Pimpri
66,Agalambegaon - Marketyard,29.1,104.7,78,1,1,suburban,0.142,Swargate
67,Kharadi Gaon - Swargate,17.2,57.7,44,1,1,trunk,0.459,Swargate
68A,Sukhsagarnagar - Kumbare Park,13.5,49.9,30,1,1,trunk,0.466,Balewadi
68B,Venutai Chavan College - Kothrud Depo,15.0,54.0,39,2,1,trunk,0.275,Kothrud
68S,Upper Depot - Sutardara,14.8,49.0,32,2,1,trunk,0.482,Maan-Hinjewadi
69,Ghotawadegaon - Marketyard,31.3,111.6,77,1,1,suburban,0.122,Shewalewadi
70A,Shasakiya Vishramgruha Paudgaon - Deccan Gymkhana,28.0,100.4,69,1,1,suburban,0.497,Charholi
70B,Shasakiya Vishramgruha Paudgaon - Kothrud Depo,22.0,71.7,54,2,1,trunk,0.147,Kothrud
70C,Sheregaon - Kothrud Depo,27.3,96.2,68,1,1,suburban,0.151,Kothrud
70,Sheregaon - Deccan Gymkhana,33.3,118.8,80,1,1,suburban,0.471,Aundh
71,Sukhsagarnagar - Kothrud Depot,14.3,52.8,35,1,1,trunk,0.22,Kothrud
72A,Swargate - Upper Depo,5.2,19.8,13,1,1,feeder,0.095,Swargate
72,Kondhwagate - Upper Depot,20.9,74.0,54,2,1,trunk,0.719,Bhosari
73,Kothrud Depot - Hadapsar Gadital,18.7,60.6,51,1,1,trunk,0.165,Kothrud
75,Vidyanagar - Deccan Gymkhana,13.5,50.0,32,2,1,trunk,0.477,Dhankawadi
76,Upper Depot - Kumbare Park,13.8,45.6,32,2,2,trunk,0.542,Hadapsar
77-R,Warje Malwadi - Warje Malwadi,24.5,89.2,61,1,1,suburban,0.234,Katraj
78A,Warje Malwadi - Marketyard,14.2,50.3,35,2,1,trunk,0.212,Kothrud
78,Kondhwagate - Marketyard,19.1,67.5,45,2,1,trunk,0.711,Nigdi
79B,Kothrud Depo - Ghotawade Phata,13.9,49.6,41,2,1,trunk,0.188,Kothrud
79C,Deccan Gymkhana - Kothrud Depo,6.0,21.5,22,1,1,feeder,0.53,Kothrud
79,Mugawade - Deccan Gymkhana,29.9,103.1,73,2,1,suburban,0.508,Pimpri
79D,Deccan Gymkhana - Warje Malwadi,7.9,31.7,19,1,1,feeder,0.508,Swargate
7A,Uruli Kanchan - Hadapsar Gadital,20.8,74.6,49,1,1,trunk,0.65,Hadapsar
7B,Manjari Kh - Hadapsar Gadital,8.3,28.2,21,1,1,trunk,0.597,Hadapsar
7,Uruli Kanchan - Sarasbaug,31.5,108.6,75,1,1,suburban,0.522,Balewadi
80A,Aditya Garden City - Ma Na Pa,12.3,41.0,32,2,2,trunk,0.508,Maan-Hinjewadi
80B,Popularnagar - Ma Na Pa,9.5,30.7,27,1,1,trunk,0.482,Shewalewadi
80,Cipla Center - Ma Na Pa,10.7,46.2,21,1,1,trunk,0.535,Charholi
81,Pune Station - Kumbare Park,12.9,43.0,29,2,1,trunk,0.918,Aundh
82A,Ma Na Pa - Warje Malwadi,9.9,35.1,26,1,1,trunk,0.508,Bhosari
82B,Kondhwagate - Kothrud Stand,9.0,30.6,28,2,2,trunk,0.713,Kothrud
82C,Kondhwagate - Warje Malwadi,5.6,14.5,14,1,1,feeder,0.665,Dhankawadi
82D,Kothrud Depo - Kondhwagate,23.6,89.3,60,1,1,suburban,0.175,Kothrud
82E,Kondhwagate - Ma Na Pa,16.4,58.0,41,1,1,trunk,0.665,Hadapsar
82-R,Kondhwagate - Kondhwagate,30.8,108.7,76,1,1,suburban,0.689,Katraj
84A,Kondhur Phata - Deccan Gymkhana,37.4,132.3,80,1,1,suburban,0.493,Kothrud
84B,Kothrud Stand - Sangrun,24.5,85.1,62,1,1,suburban,0.18,Kothrud
84C,Kondhur Phata - Kothrud Stand,33.5,121.2,80,1,1,suburban,0.213,Kothrud
84,Sangrun - Deccan Gymkhana,28.4,100.3,71,1,1,suburban,0.472,Nigdi
85A,Khothrud Stand - Mohakarwadi,15.3,54.3,35,2,1,trunk,0.455,Pimpri
85,Mohakarwadi - Ma Na Pa,20.8,70.1,52,1,1,trunk,0.474,Swargate
86-R,Kothrud Depot - Kothrud Depot,16.9,60.5,43,2,1,trunk,0.255,Kothrud
87,Sutarwadi - Deccan Gymkhana (Vai Bhagvatinagar),12.0,47.1,27,2,1,trunk,0.459,Balewadi
87A,SusgaonTo Deccan Gymkhana - ,15.0,50.2,36,1,1,trunk,0.495,Maan-Hinjewadi
87B,Sutarwadi Pashan - Mandai,10.8,33.9,29,2,1,trunk,0.607,Shewalewadi
87C,HMR Company - Deccan Gymkhana,12.5,41.9,31,1,1,trunk,0.451,Charholi
87D,Sutarwadi - Deccan Gymkhana (Vai Sai Chowk),12.0,42.1,32,1,1,trunk,0.467,Aundh
87F,Balewadi Mhalunge Phata - Deccan Gymkhana,15.5,55.7,39,1,1,trunk,0.596,Balewadi
88A,Swargate - Medi Point,11.6,33.8,26,1,1,trunk,0.131,Swargate
88,Medi Point - Upper Depot,16.8,61.7,43,1,1,trunk,0.514,Bhosari
89,Niljyoti - Swargate,7.5,25.1,19,1,1,feeder,0.059,Swargate
8,Mhatobachi Alandi - Hadapsar Gadital,19.0,67.4,38,1,1,trunk,0.596,Hadapsar
90,Gokhalenagar - Swargate,7.3,24.1,12,1,1,feeder,0.555,Swargate
90P,Pandavnagar Senapati Bapat Road - Swargate,9.0,32.6,23,2,1,trunk,0.147,Swargate
91,Ishanyanagari - Ma Na Pa,9.0,38.6,25,2,1,trunk,0.519,Dhankawadi
92,Pune Station - Gujrat Colony,9.5,37.1,22,1,1,trunk,0.971,Hadapsar
93,Pimplenilakh - Deccan Gymkhana,12.6,52.2,29,1,1,trunk,0.526,Katraj
94A,Vadgaonsheri - Kumbre park,19.1,64.7,39,1,1,trunk,0.485,Kothrud
94B,Kumbare Park - Pune Station,11.2,38.0,33,1,1,trunk,0.948,Nigdi
94,Pune Station - Kothrud Depot,11.4,42.7,29,2,1,trunk,0.944,Kothrud
95A,Pimplegurav - Gujrat Colony,18.2,65.7,46,2,1,trunk,0.502,Pimpri
95,Pimplegurav - Kothrud Depot,21.1,73.7,54,1,1,trunk,0.256,Kothrud
96,Gharkul Vasahat Warje - Pimplegurav,23.3,82.3,51,1,1,suburban,0.254,Swargate
97,Sahkarnagar - Warje Malwadi,12.5,44.6,34,1,1,trunk,0.264,Balewadi
9,Uruli Railway Station - Hadapsar Gadital,27.1,96.4,67,1,1,suburban,0.522,Hadapsar
VJR1,Dhayari Maruti Mandir - Hadapsar Gadital,21.7,79.1,57,1,1,trunk,0.652,Hadapsar
VJR2,Kesnand Phata - Warje Malwadi,29.4,103.2,67,1,1,suburban,0.264,Maan-Hinjewadi
VJR3,Hadapsar Gadital - Kothrud Depot,17.9,62.6,42,1,1,trunk,0.539,Hadapsar
VJR4,Vishrantwadi - Kothrud Depot,15.9,58.1,41,2,1,trunk,1.0,Kothrud
VJR5,Mukai Chowk - Ma Na Pa,20.6,66.1,51,2,2,trunk,0.463,Shewalewadi
VJR6,Hinjawadi Maan Phase 3 - Bhosari,24.0,89.4,64,2,1,suburban,0.536,Bhosari
VJR2A,Kothrud Stand - Kesnand Phata,25.4,97.2,67,2,1,suburban,0.204,Kothrud
14A,Kesnand Phata - Swargate,19.4,65.8,50,2,1,trunk,0.103,Swargate
58B,Swargate - Police Ground,4.5,20.7,10,1,1,feeder,0.111,Swargate
103D,Katraj - MIT College,12.5,42.0,31,1,1,trunk,0.281,Katraj
363B,Sainagar Mamurdi - Nigdi,8.5,25.4,19,2,1,trunk,0.524,Nigdi
293S,Salunke Vihar - Khed Shivapur,21.9,72.5,56,1,1,trunk,0.482,Charholi
139S,Salunke Vihar - Bhakti Shakti,26.5,95.6,61,1,1,suburban,0.441,Aundh
135 NGT,Kesnand Phata - Pune Station,15.3,50.5,36,1,1,trunk,0.91,Bhosari
117 NGT,Dhayari GaonTo Swargate - ,9.3,31.5,26,1,1,trunk,0.132,Swargate
174 NGT,Kondhwa Gate - Pune Station,18.8,63.8,42,1,1,trunk,0.674,Dhankawadi
348 NGT,Bhakti Shakti - Pune Station,24.0,83.1,57,1,1,suburban,0.865,Hadapsar
12 NGT,Bhakti Shakti - Swargate,23.0,76.9,60,1,1,suburban,0.063,Swargate
158B,Ma Na Pa - D.Y. Patil Vidhypith Lohgaon,17.9,65.0,37,2,1,trunk,0.479,Katraj
19D,Trinity College - Shivajinagar,18.1,68.5,43,2,1,trunk,0.49,Kothrud
253,Vidyanagar - Upper Depot,22.8,78.7,56,1,1,suburban,0.563,Nigdi
